index,chrom,type_prot,start_chrom,end_chrom,gene_name,gene_biotype,gene_id,transcript_name,transcript_id,tss_id
258645,3L,UTR,12753239,12753293,CG10973,protein_coding,FBgn0036306,CG10973-RB,FBtr0100354,TSS4526
258660,3L,UTR,12755049,12755145,CG32113,protein_coding,FBgn0052113,CG32113-RB,FBtr0273390,TSS1165
258699,3L,UTR,12768432,12768886,Hip1,protein_coding,FBgn0036309,Hip1-RA,FBtr0075948,TSS722
258745,3L,UTR,12773951,12773996,CG32106,protein_coding,FBgn0052106,CG32106-RE,FBtr0307888,TSS10060
258775,3L,UTR,12778750,12778927,CG10969,protein_coding,FBgn0036310,CG10969-RA,FBtr0075946,TSS7090
258782,3L,UTR,12781325,12781461,CG17666,protein_coding,FBgn0036311,CG17666-RA,FBtr0075923,TSS12200
258804,3L,UTR,12784429,12785336,Atg1,protein_coding,FBgn0260945,Atg1-RA,FBtr0075945,TSS7930
258848,3L,UTR,12790192,12790249,CG42709,protein_coding,FBgn0261674,CG42709-RD,FBtr0344221,TSS14522
258942,3L,UTR,12805902,12806054,Sap130,protein_coding,FBgn0262714,Sap130-RA,FBtr0075927,TSS11718
259006,3L,UTR,12808721,12808768,CG32110,protein_coding,FBgn0052110,CG32110-RA,FBtr0075931,TSS9203
259109,3L,UTR,12813028,12813112,CG10754,protein_coding,FBgn0036314,CG10754-RA,FBtr0075944,TSS12681
259116,3L,UTR,12814254,12814531,CG42588,protein_coding,FBgn0260965,CG42588-RA,FBtr0301717,TSS3640
259168,3L,UTR,12824880,12825738,CG10960,protein_coding,FBgn0036316,CG10960-RB,FBtr0075942,TSS11149
259209,3L,UTR,12844254,12844660,CG10948,protein_coding,FBgn0036317,CG10948-RC,FBtr0075939,TSS16512
259261,3L,UTR,12850165,12850275,Wbp2,protein_coding,FBgn0036318,Wbp2-RD,FBtr0332045,TSS15550
259369,3L,UTR,12853646,12854048,Ent3,protein_coding,FBgn0036319,Ent3-RB,FBtr0332049,TSS21944
259408,3L,UTR,12857282,12858209,CG32107,protein_coding,FBgn0052107,CG32107-RD,FBtr0345344,TSS11655
259428,3L,UTR,12861717,12861791,CG10943,protein_coding,FBgn0036320,CG10943-RA,FBtr0075936,TSS9159
259437,3L,UTR,12885039,12885051,CG14120,protein_coding,FBgn0036321,CG14120-RA,FBtr0075868,TSS14894
259444,3L,exon,12889352,12889638,CR45748,lincRNA,FBgn0267312,CR45748-RA,FBtr0346567,TSS2785
259446,3L,UTR,12889770,12890223,CG43894,protein_coding,FBgn0264486,CG43894-RB,FBtr0332802,TSS12702
259488,3L,UTR,12892658,12892712,CG14118,protein_coding,FBgn0036323,CG14118-RA,FBtr0075870,TSS12589
259497,3L,UTR,12901247,12901374,CG12520,protein_coding,FBgn0036324,CG12520-RB,FBtr0113169,TSS21565
259515,3L,UTR,12902925,12903024,CG32117,protein_coding,FBgn0052117,CG32117-RA,FBtr0075905,TSS10684
259522,3L,UTR,12912027,12912039,CG32115,protein_coding,FBgn0052115,CG32115-RA,FBtr0075904,TSS10325
259531,3L,UTR,12952686,12952729,CG10752,protein_coding,FBgn0036325,CG10752-RA,FBtr0075903,TSS1164
259540,3L,exon,12964360,12964410,Or69a,protein_coding,FBgn0041622,Or69a-RA,FBtr0075901,TSS11900
259558,3L,UTR,12971214,12971281,CG10748,protein_coding,FBgn0036327,CG10748-RA,FBtr0075900,TSS2490
259565,3L,UTR,12972474,12972525,CG10749,protein_coding,FBgn0036328,CG10749-RA,FBtr0075871,TSS9516
259572,3L,UTR,12995135,12995183,CG11262,protein_coding,FBgn0036329,CG11262-RA,FBtr0075872,TSS23201
259579,3L,UTR,13006817,13006852,CG11263,protein_coding,FBgn0036330,CG11263-RB,FBtr0300699,TSS9669
259595,3L,UTR,13008285,13008567,CG14117,protein_coding,FBgn0036331,CG14117-RE,FBtr0332074,TSS10077
259617,3L,UTR,13009399,13009484,CG11261,protein_coding,FBgn0036332,CG11261-RA,FBtr0075899,TSS1446
259626,3L,UTR,13011976,13012104,MICAL-like,protein_coding,FBgn0036333,MICAL-like-RA,FBtr0075898,TSS14087
259633,3L,UTR,13016050,13016161,CG11267,protein_coding,FBgn0036334,CG11267-RA,FBtr0075875,TSS22307
259644,3L,UTR,13017149,13017192,mRpL20,protein_coding,FBgn0036335,mRpL20-RA,FBtr0075897,TSS21303
259655,3L,UTR,13018266,13018380,ste14,protein_coding,FBgn0036336,ste14-RA,FBtr0075876,TSS8256
259661,3L,exon,13018315,13019110,CR45445,lincRNA,FBgn0266994,CR45445-RA,FBtr0345916,TSS20018
259679,3L,UTR,13019715,13020289,AdenoK,protein_coding,FBgn0036337,AdenoK-RC,FBtr0346531,TSS20917
259712,3L,UTR,13023352,13023393,RpS12,protein_coding,FBgn0260441,RpS12-RB,FBtr0075878,TSS4966
259719,3L,exon,13023580,13023652,snoRNA:Me28S-A774b,snoRNA,FBgn0086078,snoRNA:Me28S-A774b-RA,FBtr0114354,TSS15875
259723,3L,exon,13024226,13024298,snoRNA:Me28S-A774a,snoRNA,FBgn0086079,snoRNA:Me28S-A774a-RA,FBtr0114355,TSS18286
259729,3L,UTR,13024763,13024825,Zmynd10,protein_coding,FBgn0266709,Zmynd10-RA,FBtr0075894,TSS12085
259742,3L,exon,13028551,13029028,CR45172,lincRNA,FBgn0266682,CR45172-RA,FBtr0345049,TSS1902
259744,3L,UTR,13028962,13029291,CG17672,protein_coding,FBgn0083978,CG17672-RA,FBtr0110982,TSS13036
259749,3L,exon,13032396,13032663,CR45157,lincRNA,FBgn0266650,CR45157-RA,FBtr0344952,TSS10763
259762,3L,UTR,13036821,13037252,SRm160,protein_coding,FBgn0036340,SRm160-RA,FBtr0075883,TSS2824
259775,3L,UTR,13041756,13041837,RpS4,protein_coding,FBgn0011284,RpS4-RA,FBtr0075884,TSS8281
259806,3L,exon,13042767,13042906,snoRNA:Psi28S-3327a,snoRNA,FBgn0082967,snoRNA:Psi28S-3327a-RA,FBtr0113611,TSS5519
259808,3L,exon,13042944,13043083,snoRNA:Psi28S-3327b,snoRNA,FBgn0082966,snoRNA:Psi28S-3327b-RA,FBtr0113612,TSS10549
259816,3L,exon,13043371,13043510,snoRNA:Psi28S-3327c,snoRNA,FBgn0086601,snoRNA:Psi28S-3327c-RA,FBtr0091754,TSS4846
259830,3L,UTR,13044434,13044565,Syx13,protein_coding,FBgn0036341,Syx13-RA,FBtr0075886,TSS17668
259852,3L,UTR,13046977,13047080,CG11279,protein_coding,FBgn0036342,CG11279-RC,FBtr0345366,TSS15602
259879,3L,exon,13060522,13060669,CG14115,protein_coding,FBgn0036343,CG14115-RA,FBtr0075893,TSS10765
259890,3L,CDS,13061879,13061974,CG34428,protein_coding,FBgn0085457,CG34428-RA,FBtr0112729,TSS13640
259899,3L,CDS,13063046,13063210,CG34429,protein_coding,FBgn0085458,CG34429-RA,FBtr0112730,TSS2915
259908,3L,exon,13081299,13082652,CR43652,lincRNA,FBgn0263661,CR43652-RA,FBtr0310106,TSS15500
259910,3L,UTR,13086387,13086503,CG17300,protein_coding,FBgn0036345,CG17300-RA,FBtr0075892,TSS11155
259921,3L,exon,13087491,13088588,CR45749,lincRNA,FBgn0267313,CR45749-RA,FBtr0346568,TSS2365
259923,3L,UTR,13088581,13088811,CG11251,protein_coding,FBgn0036346,CG11251-RA,FBtr0075891,TSS127
259930,3L,exon,13101499,13101950,CR44554,lincRNA,FBgn0265747,CR44554-RA,FBtr0340704,TSS20961
259932,3L,UTR,13114271,13114746,trn,protein_coding,FBgn0010452,trn-RB,FBtr0330075,TSS10725
259950,3L,CDS,13136269,13136403,CG33262,protein_coding,FBgn0053262,CG33262-RB,FBtr0302393,TSS15760
259961,3L,CDS,13174478,13176001,snky,protein_coding,FBgn0086916,snky-RB,FBtr0334063,TSS11990
259969,3L,exon,13208543,13208958,CR45096,lincRNA,FBgn0266535,CR45096-RA,FBtr0344626,TSS18966
259971,3L,exon,13211214,13211285,tRNA:CR32129,tRNA,FBgn0052129,tRNA:CR32129-RA,FBtr0075828,TSS10235
259973,3L,exon,13211551,13211622,tRNA:CR32128,tRNA,FBgn0052128,tRNA:CR32128-RA,FBtr0075829,TSS15808
259975,3L,exon,13212365,13212436,tRNA:CR32126,tRNA,FBgn0052126,tRNA:CR32126-RA,FBtr0075830,TSS1157
259977,3L,exon,13214109,13214146,tRNA:CR32127,tRNA,FBgn0052127,tRNA:CR32127-RA,FBtr0075831,TSS8617
259980,3L,exon,13215267,13215699,CR45097,lincRNA,FBgn0266536,CR45097-RA,FBtr0344628,TSS21321
259982,3L,exon,13216103,13216507,CR43914,lincRNA,FBgn0264515,CR43914-RB,FBtr0344583,TSS15559
259985,3L,exon,13218203,13218864,CR45098,lincRNA,FBgn0266537,CR45098-RA,FBtr0344627,TSS14605
259987,3L,UTR,13228692,13229140,caps,protein_coding,FBgn0023095,caps-RE,FBtr0346864,TSS5263
260007,3L,UTR,13246864,13247123,CG32119,protein_coding,FBgn0052119,CG32119-RA,FBtr0075867,TSS5704
260016,3L,exon,13249547,13249618,tRNA:D2:69F,tRNA,FBgn0011844,tRNA:D2:69F-RA,FBtr0075834,TSS3613
260056,3L,exon,13279776,13279828,tRNA:CR32123:Psi,pseudogene,FBgn0052123,tRNA:CR32123:Psi-RA,FBtr0075835,TSS13375
260058,3L,exon,13282393,13282854,CR43146,lincRNA,FBgn0262622,CR43146-RC,FBtr0344571,TSS5843
260064,3L,exon,13283663,13283962,CR43913,lincRNA,FBgn0264514,CR43913-RB,FBtr0333132,TSS11508
260070,3L,exon,13285265,13285835,CR45752,lincRNA,FBgn0267316,CR45752-RA,FBtr0346599,TSS20542
260072,3L,exon,13286388,13287186,CR45753,lincRNA,FBgn0267317,CR45753-RA,FBtr0346598,TSS427
260074,3L,exon,13290594,13291586,CR43912,lincRNA,FBgn0264513,CR43912-RB,FBtr0346597,TSS13542
260080,3L,UTR,13296530,13296688,Sfp70A4,protein_coding,FBgn0259970,Sfp70A4-RB,FBtr0339295,TSS15942
260094,3L,exon,13297004,13297570,CR45253,lincRNA,FBgn0266788,CR45253-RA,FBtr0345413,TSS6110
260096,3L,exon,13297649,13297944,CR45255,lincRNA,FBgn0266790,CR45255-RA,FBtr0345415,TSS11829
260098,3L,exon,13298211,13298719,CR45254,lincRNA,FBgn0266789,CR45254-RA,FBtr0345414,TSS13121
260100,3L,UTR,13298797,13298870,CG42481,protein_coding,FBgn0259971,CG42481-RB,FBtr0333129,TSS4085
260114,3L,UTR,13299841,13299929,CG43147,protein_coding,FBgn0262623,CG43147-RB,FBtr0305487,TSS17261
260132,3L,UTR,13301635,13301637,SP,protein_coding,FBgn0003034,SP-RA,FBtr0075836,TSS1130
260141,3L,exon,13302409,13302810,CR43911,lincRNA,FBgn0264512,CR43911-RA,FBtr0333128,TSS4476
260143,3L,exon,13302741,13303151,CR44557,lincRNA,FBgn0265750,CR44557-RA,FBtr0340712,TSS8162
260145,3L,exon,13303371,13303946,CR44555,lincRNA,FBgn0265748,CR44555-RA,FBtr0340711,TSS22636
260147,3L,exon,13324274,13324959,CR44558,lincRNA,FBgn0265751,CR44558-RA,FBtr0340713,TSS17551
260149,3L,UTR,13329135,13329217,CG14113,protein_coding,FBgn0040814,CG14113-RA,FBtr0075837,TSS2026
260158,3L,exon,13343550,13343972,CR44559,lincRNA,FBgn0265752,CR44559-RA,FBtr0340714,TSS22998
260161,3L,UTR,13349165,13349174,CG17687,protein_coding,FBgn0036348,CG17687-RA,FBtr0075838,TSS8676
260186,3L,UTR,13356376,13356598,Nplp2,protein_coding,FBgn0040813,Nplp2-RB,FBtr0346389,TSS12582
260219,3L,UTR,13377957,13377986,CG14111,protein_coding,FBgn0036350,CG14111-RB,FBtr0331787,TSS18278
260224,3L,UTR,13378583,13378621,SNCF,protein_coding,FBgn0036349,SNCF-RA,FBtr0075840,TSS20263
260231,3L,exon,13379142,13379654,CR45886,lincRNA,FBgn0267546,CR45886-RA,FBtr0346933,TSS4620
260237,3L,UTR,13380359,13380478,CG14107,protein_coding,FBgn0036351,CG14107-RA,FBtr0075866,TSS17387
260247,3L,UTR,13382765,13382804,ImpL1,protein_coding,FBgn0001256,ImpL1-RA,FBtr0075842,TSS1308
260272,3L,UTR,13384789,13384810,CG14110,protein_coding,FBgn0036352,CG14110-RA,FBtr0075844,TSS21207
260281,3L,UTR,13385946,13386538,CG10171,protein_coding,FBgn0036353,CG10171-RB,FBtr0075865,TSS16925
260303,3L,UTR,13388299,13388449,Poc1,protein_coding,FBgn0036354,Poc1-RB,FBtr0321318,TSS19548
260323,3L,UTR,13396228,13396834,sens,protein_coding,FBgn0002573,sens-RA,FBtr0075862,TSS4975
260336,3L,UTR,13411122,13411528,CG10222,protein_coding,FBgn0036356,CG10222-RB,FBtr0345341,TSS1441
260350,3L,UTR,13412843,13412941,flr,protein_coding,FBgn0260049,flr-RA,FBtr0075845,TSS20065
260388,3L,UTR,13416576,13417402,CG32121,protein_coding,FBgn0052121,CG32121-RB,FBtr0113424,TSS1212
260403,3L,UTR,13423320,13423484,CG33263,protein_coding,FBgn0053263,CG33263-RA,FBtr0075859,TSS3253
260409,3L,UTR,13424571,13424578,CG14106,protein_coding,FBgn0260459,CG14106-RA,FBtr0075858,TSS15856
260416,3L,UTR,13425891,13425961,CG14105,protein_coding,FBgn0036359,CG14105-RA,FBtr0075857,TSS6335
260427,3L,UTR,13428839,13429430,CG10713,protein_coding,FBgn0036360,CG10713-RA,FBtr0075855,TSS2949
260436,3L,exon,13433048,13433120,tRNA:V4:70BCb,tRNA,FBgn0012010,tRNA:V4:70BCb-RA,FBtr0075847,TSS18950
260438,3L,exon,13433646,13433718,tRNA:V4:70BCa,tRNA,FBgn0012009,tRNA:V4:70BCa-RA,FBtr0075856,TSS10956
260442,3L,UTR,13435680,13435853,CG10154,protein_coding,FBgn0036361,CG10154-RA,FBtr0075854,TSS2732
260470,3L,UTR,13437954,13437985,CG10725,protein_coding,FBgn0036362,CG10725-RB,FBtr0089323,TSS10706
260484,3L,UTR,13439317,13439356,CG10140,protein_coding,FBgn0036363,CG10140-RA,FBtr0075853,TSS20039
260497,3L,UTR,13440910,13440980,CG14109,protein_coding,FBgn0036364,CG14109-RB,FBtr0331532,TSS4694
260517,3L,UTR,13442594,13442718,CG10732,protein_coding,FBgn0036365,CG10732-RA,FBtr0075851,TSS21417
260607,3L,UTR,13449187,13449308,CG10133,protein_coding,FBgn0036366,CG10133-RA,FBtr0075825,TSS4812
260614,3L,UTR,13450770,13451574,CG10738,protein_coding,FBgn0036368,CG10738-RD,FBtr0302488,TSS16886
260626,3L,UTR,13456208,13456255,CG10116,protein_coding,FBgn0036367,CG10116-RA,FBtr0075824,TSS17465
260768,3L,UTR,13465552,13466857,CG10089,protein_coding,FBgn0036369,CG10089-RE,FBtr0331535,TSS5546
260864,3L,UTR,13477541,13478227,stv,protein_coding,FBgn0086708,stv-RF,FBtr0332078,TSS16142
260951,3L,UTR,13483533,13484013,Abp1,protein_coding,FBgn0036372,Abp1-RA,FBtr0075819,TSS4224
260966,3L,UTR,13486797,13487007,Tgi,protein_coding,FBgn0036373,Tgi-RB,FBtr0075810,TSS15716
260989,3L,UTR,13502707,13503348,Spt20,protein_coding,FBgn0036374,Spt20-RD,FBtr0340705,TSS11712
261046,3L,UTR,13511646,13511703,Vps36,protein_coding,FBgn0086785,Vps36-RA,FBtr0075818,TSS22187
261057,3L,UTR,13513254,13513397,Liprin-beta,protein_coding,FBgn0036376,Liprin-beta-RB,FBtr0075813,TSS14719
261094,3L,UTR,13516273,13516528,CG10710,protein_coding,FBgn0036377,CG10710-RA,FBtr0075817,TSS3527
261103,3L,UTR,13521907,13525210,bru-3,protein_coding,FBgn0264001,bru-3-RH,FBtr0330351,TSS17075
261342,3L,exon,13550874,13551808,CR45825,lincRNA,FBgn0267475,CR45825-RA,FBtr0346847,TSS1786
261344,3L,exon,13557755,13557855,CR45178,lincRNA,FBgn0266688,CR45178-RA,FBtr0345055,TSS2290
261377,3L,exon,13599230,13599883,CR45120,lincRNA,FBgn0266595,CR45120-RA,FBtr0344818,TSS20586
261401,3L,exon,13620822,13620920,mir-289,pre_miRNA,FBgn0262415,mir-289-RM,FBtr0304349,TSS12815
261537,3L,UTR,13837756,13837801,CG43184,protein_coding,FBgn0262813,CG43184-RA,FBtr0306058,TSS1234
261544,3L,UTR,13840197,13841273,CG8757,protein_coding,FBgn0036380,CG8757-RB,FBtr0306683,TSS22123
261555,3L,UTR,13842377,13842659,CG8750,protein_coding,FBgn0040812,CG8750-RB,FBtr0345696,TSS15171
261569,3L,UTR,13843656,13843860,Tsp68C,protein_coding,FBgn0043550,Tsp68C-RA,FBtr0075751,TSS13393
261587,3L,UTR,13846054,13846207,Hml,protein_coding,FBgn0029167,Hml-RB,FBtr0333020,TSS6147
261701,3L,UTR,13860027,13860756,CG8745,protein_coding,FBgn0036381,CG8745-RA,FBtr0075801,TSS9224
261714,3L,UTR,13867414,13871936,dysc,protein_coding,FBgn0264006,dysc-RG,FBtr0330418,TSS17345
261788,3L,UTR,13878994,13879095,CG13737,protein_coding,FBgn0036382,CG13737-RA,FBtr0075754,TSS8353
261981,3L,UTR,13906897,13907766,Rgl,protein_coding,FBgn0026376,Rgl-RE,FBtr0330186,TSS18970
262076,3L,UTR,13925882,13925932,CG8833,protein_coding,FBgn0036386,CG8833-RA,FBtr0075792,TSS19465
262087,3L,UTR,13929387,13929541,Gl,protein_coding,FBgn0001108,Gl-RA,FBtr0075756,TSS17158
262100,3L,UTR,13939250,13939458,CG32137,protein_coding,FBgn0052137,CG32137-RB,FBtr0075758,TSS11400
262138,3L,UTR,13962658,13962772,Meics,protein_coding,FBgn0025874,Meics-RB,FBtr0333030,TSS7087
262156,3L,UTR,13965203,13965345,ssp2,protein_coding,FBgn0036389,ssp2-RA,FBtr0075759,TSS20318
262158,3L,UTR,13965203,13965392,Nxf3,protein_coding,FBgn0263232,Nxf3-RB,FBtr0333073,TSS20318
262220,3L,UTR,13973123,13973158,CG13738,protein_coding,FBgn0036390,CG13738-RA,FBtr0075790,TSS7400
262227,3L,UTR,13974061,13974410,Hsc70-1,protein_coding,FBgn0001216,Hsc70-1-RC,FBtr0075761,TSS405
262260,3L,UTR,13977905,13979036,CG17364,protein_coding,FBgn0036391,CG17364-RD,FBtr0333027,TSS6576
262332,3L,UTR,13986620,13986654,CG17362,protein_coding,FBgn0036393,CG17362-RB,FBtr0333024,TSS291
262339,3L,UTR,13987878,13987941,CG9040,protein_coding,FBgn0036394,CG9040-RA,FBtr0075765,TSS14044
262354,3L,UTR,13994231,13994351,26-29-p,protein_coding,FBgn0250848,26-29-p-RA,FBtr0075766,TSS12176
262365,3L,UTR,13997191,13997205,CG17361,protein_coding,FBgn0036395,CG17361-RA,FBtr0075767,TSS326
262372,3L,UTR,13997900,13998162,CG17359,protein_coding,FBgn0036396,CG17359-RA,FBtr0075787,TSS7600
262379,3L,UTR,13999380,13999734,CG8783,protein_coding,FBgn0036397,CG8783-RC,FBtr0333025,TSS4048
262410,3L,UTR,14002127,14002301,upSET,protein_coding,FBgn0036398,upSET-RA,FBtr0075768,TSS12634
262452,3L,UTR,14020315,14021220,ptip,protein_coding,FBgn0052133,ptip-RA,FBtr0075784,TSS4941
262471,3L,UTR,14029579,14030246,endos,protein_coding,FBgn0061515,endos-RE,FBtr0333052,TSS8015
262537,3L,UTR,14031450,14031595,CG6650,protein_coding,FBgn0036402,CG6650-RA,FBtr0075769,TSS15218
262584,3L,exon,14034531,14036836,pncr014:3L,lincRNA,FBgn0265295,pncr014:3L-RB,FBtr0304128,TSS14358
262586,3L,UTR,14034776,14034924,CG6661,protein_coding,FBgn0036403,CG6661-RA,FBtr0075770,TSS21639
262593,3L,UTR,14037019,14037111,Hsc70Cb,protein_coding,FBgn0026418,Hsc70Cb-RB,FBtr0075772,TSS6409
262731,3L,UTR,14043694,14043849,blue,protein_coding,FBgn0041161,blue-RA,FBtr0075781,TSS4324
262754,3L,UTR,14051206,14051245,CG6833,protein_coding,FBgn0036405,CG6833-RB,FBtr0302433,TSS1401
262770,3L,UTR,14052428,14052540,CG13484,protein_coding,FBgn0036406,CG13484-RA,FBtr0075780,TSS5080
262777,3L,exon,14053100,14053595,CR46067,lincRNA,FBgn0267736,CR46067-RA,FBtr0347296,TSS10842
262779,3L,UTR,14053215,14054067,CG32138,protein_coding,FBgn0267795,CG32138-RB,FBtr0075776,TSS21619
262874,3L,UTR,14071892,14071967,Pex1,protein_coding,FBgn0013563,Pex1-RA,FBtr0075777,TSS3800
262893,3L,UTR,14075772,14075813,btl,protein_coding,FBgn0005592,btl-RA,FBtr0075778,TSS1051
262921,3L,UTR,14083615,14083627,CG8100,protein_coding,FBgn0036410,CG8100-RA,FBtr0075779,TSS6003
262939,3L,UTR,14094589,14094809,Fbp1,protein_coding,FBgn0000639,Fbp1-RA,FBtr0075749,TSS5484
262964,3L,UTR,14103481,14104196,Sox21a,protein_coding,FBgn0036411,Sox21a-RB,FBtr0330178,TSS15303
262986,3L,UTR,14112405,14112975,Sox21b,protein_coding,FBgn0042630,Sox21b-RC,FBtr0330116,TSS4657
263043,3L,exon,14134722,14135102,CR45887,lincRNA,FBgn0267547,CR45887-RA,FBtr0346932,TSS12799
263045,3L,UTR,14175610,14176189,D,protein_coding,FBgn0000411,D-RA,FBtr0075746,TSS15272
263077,3L,UTR,14186249,14186367,nan,protein_coding,FBgn0036414,nan-RB,FBtr0321258,TSS19533
263123,3L,UTR,14190870,14191591,nuf,protein_coding,FBgn0013718,nuf-RH,FBtr0306620,TSS8240
263182,3L,UTR,14203323,14203433,CG32141,protein_coding,FBgn0052141,CG32141-RA,FBtr0075735,TSS18967
263231,3L,UTR,14218204,14218290,CG7768,protein_coding,FBgn0036415,CG7768-RA,FBtr0075737,TSS15727
263415,3L,UTR,14233469,14233486,CG7924,protein_coding,FBgn0036416,CG7924-RA,FBtr0075740,TSS12330
263424,3L,UTR,14235053,14235240,CG34244,protein_coding,FBgn0085273,CG34244-RB,FBtr0333033,TSS19176
263442,3L,UTR,14236635,14236767,CG7906,protein_coding,FBgn0036417,CG7906-RB,FBtr0321257,TSS15315
263464,3L,exon,14238607,14239440,CR45399,lincRNA,FBgn0266948,CR45399-RA,FBtr0345840,TSS20972
263466,3L,exon,14245005,14245691,CR44561,lincRNA,FBgn0265754,CR44561-RA,FBtr0340716,TSS3879
263468,3L,exon,14245993,14246137,CR44560,lincRNA,FBgn0265753,CR44560-RA,FBtr0340715,TSS311
263472,3L,UTR,14274343,14275054,fz,protein_coding,FBgn0001085,fz-RA,FBtr0075743,TSS1150
263494,3L,exon,14322552,14322922,CR45025,lincRNA,FBgn0266383,CR45025-RB,FBtr0344868,TSS11827
263497,3L,UTR,14329346,14329436,CG13482,protein_coding,FBgn0036419,CG13482-RA,FBtr0075744,TSS8306
263512,3L,UTR,14368925,14369112,CG13481,protein_coding,FBgn0036421,CG13481-RC,FBtr0333022,TSS4595
263526,3L,UTR,14381913,14381964,CG43120,protein_coding,FBgn0262580,CG43120-RA,FBtr0304959,TSS17262
263537,3L,UTR,14400769,14400872,CG3868,protein_coding,FBgn0036422,CG3868-RA,FBtr0075729,TSS10703
263548,3L,UTR,14402930,14403871,stwl,protein_coding,FBgn0003459,stwl-RC,FBtr0333042,TSS5594
263575,3L,exon,14410117,14410698,CR45233,lincRNA,FBgn0266768,CR45233-RA,FBtr0345393,TSS18215
263577,3L,UTR,14410626,14410901,CG3919,protein_coding,FBgn0036423,CG3919-RB,FBtr0273239,TSS6092
263607,3L,UTR,14412828,14413361,bbg,protein_coding,FBgn0087007,bbg-RI,FBtr0273428,TSS21357
263717,3L,exon,14420602,14421294,CR46032,lincRNA,FBgn0267696,CR46032-RA,FBtr0347206,TSS18328
263719,3L,exon,14424501,14424764,CR46031,lincRNA,FBgn0267695,CR46031-RA,FBtr0347205,TSS4932
263762,3L,UTR,14517825,14517991,CG9592,protein_coding,FBgn0036426,CG9592-RB,FBtr0290282,TSS22318
263769,3L,UTR,14519760,14519852,CG4613,protein_coding,FBgn0036427,CG4613-RC,FBtr0333039,TSS2423
263799,3L,CDS,14536634,14536892,CG43246,protein_coding,FBgn0262891,CG43246-RA,FBtr0306305,TSS14771
263807,3L,UTR,14537651,14537702,Mpcp,protein_coding,FBgn0026409,Mpcp-RA,FBtr0075718,TSS2927
263846,3L,UTR,14540937,14542118,Gbs-70E,protein_coding,FBgn0036428,Gbs-70E-RC,FBtr0333037,TSS16949
263895,3L,UTR,14560000,14560085,CG34039,protein_coding,FBgn0054039,CG34039-RB,FBtr0301014,TSS3057
263897,3L,exon,14560000,14560088,CR44843,lincRNA,FBgn0266117,CR44843-RA,FBtr0343631,TSS3057
263902,3L,UTR,14560139,14560247,Lk,protein_coding,FBgn0028418,Lk-RA,FBtr0075722,TSS19523
263918,3L,UTR,14567440,14567483,CG42758,protein_coding,FBgn0261816,CG42758-RA,FBtr0303303,TSS5521
263927,3L,UTR,14583222,14583866,HGTX,protein_coding,FBgn0040318,HGTX-RA,FBtr0075720,TSS12955
263940,3L,UTR,14614458,14614930,shd,protein_coding,FBgn0003388,shd-RD,FBtr0333031,TSS20567
263997,3L,UTR,14622796,14622907,CG9628,protein_coding,FBgn0036433,CG9628-RB,FBtr0075678,TSS18367
264040,3L,UTR,14628160,14628300,RecQ5,protein_coding,FBgn0027375,RecQ5-RB,FBtr0075715,TSS6011
264083,3L,UTR,14632601,14633072,dlp,protein_coding,FBgn0041604,dlp-RC,FBtr0333032,TSS11088
264093,3L,exon,14661455,14661946,CR45888,lincRNA,FBgn0267548,CR45888-RA,FBtr0346931,TSS18848
264127,3L,UTR,14671935,14672046,CG43121,protein_coding,FBgn0262581,CG43121-RA,FBtr0304960,TSS11784
264134,3L,UTR,14672839,14673223,ome,protein_coding,FBgn0259175,ome-RE,FBtr0299649,TSS6773
264137,3L,exon,14673942,14674013,tRNA:M3:70Fa,tRNA,FBgn0011927,tRNA:M3:70Fa-RA,FBtr0075713,TSS21699
264139,3L,exon,14674344,14674415,tRNA:M3:70Fb,tRNA,FBgn0011928,tRNA:M3:70Fb-RA,FBtr0075681,TSS20544
264141,3L,UTR,14674538,14674680,CG4914,protein_coding,FBgn0036436,CG4914-RA,FBtr0075712,TSS20508
264154,3L,UTR,14684768,14684901,CG5048,protein_coding,FBgn0036437,CG5048-RA,FBtr0075684,TSS15403
264165,3L,UTR,14691347,14691428,CG13477,protein_coding,FBgn0036438,CG13477-RA,FBtr0075685,TSS21065
264172,3L,UTR,14696551,14696653,CG13474,protein_coding,FBgn0036439,CG13474-RA,FBtr0075711,TSS21667
264179,3L,exon,14697313,14698600,CG17177,protein_coding,FBgn0036440,CG17177-RB,FBtr0333018,TSS3541
264192,3L,UTR,14705464,14705543,CG13476,protein_coding,FBgn0036441,CG13476-RB,FBtr0075687,TSS12877
264208,3L,UTR,14728760,14728839,CG13473,protein_coding,FBgn0036442,CG13473-RA,FBtr0075689,TSS18244
264215,3L,UTR,14732589,14732648,CG13471,protein_coding,FBgn0036443,CG13471-RA,FBtr0075709,TSS2580
264306,3L,UTR,14747929,14748702,CG42507,protein_coding,FBgn0260233,CG42507-RB,FBtr0300642,TSS4178
264308,3L,UTR,14747929,14749674,Trl,protein_coding,FBgn0013263,Trl-RI,FBtr0100445,TSS4178
264510,3L,UTR,14760520,14760578,CG33260,protein_coding,FBgn0053260,CG33260-RC,FBtr0302436,TSS12514
264529,3L,UTR,14762028,14762396,CG9384,protein_coding,FBgn0036446,CG9384-RB,FBtr0333044,TSS16214
264555,3L,UTR,14767703,14767748,CG17173,protein_coding,FBgn0036447,CG17173-RA,FBtr0075701,TSS18397
